outer_fold,embedding_type,n_patients,n_nez_channels,distance_mean,distance_std,distance_q05,distance_q50,distance_q95,prototype_variance_min,prototype_variance_max
1,patient_channel_embedding,15,1038,0.9588006138801575,0.7829301953315735,0.33159467577934265,0.6785991191864014,2.844144344329834,0.0010130316950380802,0.20491543412208557
1,seizure_channel_embedding,15,3193,0.9180048108100891,0.7572431564331055,0.2757098078727722,0.6104008555412292,2.6205484867095947,0.013516814447939396,0.218813955783844
