config,variant_family,score_variant,score_space,alpha,beta,gamma,center,patient_macro_f1,patient_macro_ez_f1,patient_macro_auprc_ez,patient_macro_ez_mrr,top1_is_ez_rate,n_patients,beats_a9v3_f1,beats_a9v3_ez_f1,beats_a9v3_auprc,beats_a9v3_mrr,beats_a9v3_top1,passes_main_gate,score_name
A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,logit_broad_core,logit_broad_plus_gamma_core_g-0.05,logit_from_probability,,,-0.05,lzu,0.5794326695376697,0.47073471644508963,0.49597531225985086,0.621938775510204,0.5,28,False,True,False,False,False,False,logit_broad_plus_gamma_core_g-0.05
A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,logit_broad_core,logit_broad_plus_gamma_core_g-0.05,logit_from_probability,,,-0.05,multicenter,0.6558838591510536,0.4208835608835609,0.5066061805245167,0.6677777777777777,0.5333333333333333,15,True,False,False,False,False,False,logit_broad_plus_gamma_core_g-0.05
A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,logit_broad_core,logit_broad_plus_gamma_core_g-0.05,logit_from_probability,,,-0.05,pediatric,0.5912508829377241,0.36030416357387574,0.4319748828014241,0.587435762873665,0.5454545454545454,11,False,False,False,False,False,False,logit_broad_plus_gamma_core_g-0.05
A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,logit_broad_core,logit_broad_plus_gamma_core_g-0.10,logit_from_probability,,,-0.1,hup,0.7060822229106507,0.5204910766573771,0.5710180245162011,0.7682870370370369,0.6111111111111112,36,True,True,True,True,True,True,logit_broad_plus_gamma_core_g-0.10
A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,logit_broad_core,logit_broad_plus_gamma_core_g-0.10,logit_from_probability,,,-0.1,lzu,0.5795892950442496,0.46976924622880645,0.49505177182207344,0.62531179138322,0.5,28,False,False,False,False,False,False,logit_broad_plus_gamma_core_g-0.10
A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,logit_broad_core,logit_broad_plus_gamma_core_g-0.10,logit_from_probability,,,-0.1,multicenter,0.6614554157306747,0.4327883227883228,0.5084317604118661,0.6733333333333333,0.5333333333333333,15,True,False,False,False,False,False,logit_broad_plus_gamma_core_g-0.10
A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,logit_broad_core,logit_broad_plus_gamma_core_g-0.10,logit_from_probability,,,-0.1,pediatric,0.5899049770705417,0.3583699275970865,0.4247694264416754,0.5869307123686144,0.5454545454545454,11,False,False,False,False,False,False,logit_broad_plus_gamma_core_g-0.10
A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,logit_broad_core,logit_broad_plus_gamma_core_g-0.20,logit_from_probability,,,-0.2,hup,0.7055480348764626,0.5197788259451265,0.568674747058042,0.7780423280423281,0.6388888888888888,36,True,True,True,True,True,True,logit_broad_plus_gamma_core_g-0.20
A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,logit_broad_core,logit_broad_plus_gamma_core_g-0.20,logit_from_probability,,,-0.2,lzu,0.5768412518330021,0.46544380801847346,0.4943585100248526,0.6163832199546485,0.5,28,False,False,False,False,False,False,logit_broad_plus_gamma_core_g-0.20
A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,logit_broad_core,logit_broad_plus_gamma_core_g-0.20,logit_from_probability,,,-0.2,multicenter,0.6632407105392254,0.43480852480852483,0.5056553968521074,0.6733333333333333,0.5333333333333333,15,True,False,False,False,False,False,logit_broad_plus_gamma_core_g-0.20
A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,logit_broad_core,logit_broad_plus_gamma_core_g-0.20,logit_from_probability,,,-0.2,pediatric,0.5874141400208811,0.35434331695282884,0.4244187844659738,0.5852105697661188,0.5454545454545454,11,False,False,False,False,False,False,logit_broad_plus_gamma_core_g-0.20
A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,raw_score,a9v3_oof_score,probability,,,,hup,0.6963657175381969,0.5054840947400548,0.5619963561376508,0.8020833333333334,0.7222222222222222,36,True,True,True,True,True,True,a9v3_oof_score
A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,raw_score,a9v3_oof_score,probability,,,,lzu,0.5715532544005716,0.4619569364104839,0.4933939182019293,0.6863945578231292,0.5357142857142857,28,False,False,False,False,False,False,a9v3_oof_score
A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,raw_score,a9v3_oof_score,probability,,,,multicenter,0.7010667160046015,0.5056787656787657,0.5411624656783413,0.6897385620915032,0.5333333333333333,15,True,True,True,False,False,False,a9v3_oof_score
A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,raw_score,a9v3_oof_score,probability,,,,pediatric,0.5686876665752443,0.3305284879909411,0.41025505938502166,0.538375659428291,0.45454545454545453,11,False,False,False,False,False,False,a9v3_oof_score
A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,raw_score,score_broad,probability,,,,hup,0.7052796991301857,0.5186528413632595,0.57108018622881,0.7706018518518518,0.6111111111111112,36,True,True,True,True,True,True,score_broad
A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,raw_score,score_broad,probability,,,,lzu,0.5771309222258418,0.466865668826042,0.49559861857844323,0.6242772108843537,0.5,28,False,False,False,False,False,False,score_broad
A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,raw_score,score_broad,probability,,,,multicenter,0.6733081015752961,0.4542168942168942,0.518258802167873,0.6677777777777777,0.5333333333333333,15,True,False,False,False,False,False,score_broad
A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,raw_score,score_broad,probability,,,,pediatric,0.5912508829377241,0.36030416357387574,0.43502149287328834,0.588445863883766,0.5454545454545454,11,False,False,False,False,False,False,score_broad
A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,raw_score,score_core,probability,,,,hup,0.691068388687129,0.49604704881311407,0.5697427551018974,0.7770061728395061,0.6666666666666666,36,True,True,True,True,True,True,score_core
A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,raw_score,score_core,probability,,,,lzu,0.5645586336672611,0.4592831625938888,0.4851934516844114,0.6241496598639455,0.5,28,False,False,False,False,False,False,score_core
A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,raw_score,score_core,probability,,,,multicenter,0.6806469767516664,0.46972194472194473,0.5416120630492984,0.7009099616858238,0.6,15,True,False,True,False,True,False,score_core
A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,raw_score,score_core,probability,,,,pediatric,0.5966123840330819,0.370833875136128,0.4328937982576681,0.6132533983651718,0.5454545454545454,11,False,False,False,False,False,False,score_core
A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,raw_score,score_eval,probability,,,,hup,0.7052796991301857,0.5186528413632595,0.57108018622881,0.7706018518518518,0.6111111111111112,36,True,True,True,True,True,True,score_eval
A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,raw_score,score_eval,probability,,,,lzu,0.5771309222258418,0.466865668826042,0.49559861857844323,0.6242772108843537,0.5,28,False,False,False,False,False,False,score_eval
A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,raw_score,score_eval,probability,,,,multicenter,0.6733081015752961,0.4542168942168942,0.518258802167873,0.6677777777777777,0.5333333333333333,15,True,False,False,False,False,False,score_eval
A9v8_LCBO_stage1b_gamma000_f1_all90_posEZ,raw_score,score_eval,probability,,,,pediatric,0.5912508829377241,0.36030416357387574,0.43502149287328834,0.588445863883766,0.5454545454545454,11,False,False,False,False,False,False,score_eval
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,logit_broad_core,logit_broad_plus_gamma_core_g+0.00,logit_from_probability,,,0.0,hup,0.7036157087509175,0.5158879236677862,0.5752552283783022,0.7844907407407408,0.6388888888888888,36,True,True,True,True,True,True,logit_broad_plus_gamma_core_g+0.00
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,logit_broad_core,logit_broad_plus_gamma_core_g+0.00,logit_from_probability,,,0.0,lzu,0.5799733151955406,0.47081291439093464,0.49636525665358994,0.6317176870748299,0.5,28,False,True,False,False,False,False,logit_broad_plus_gamma_core_g+0.00
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,logit_broad_core,logit_broad_plus_gamma_core_g+0.00,logit_from_probability,,,0.0,multicenter,0.6558838591510536,0.4208835608835609,0.5062840380940954,0.6655555555555556,0.5333333333333333,15,True,False,False,False,False,False,logit_broad_plus_gamma_core_g+0.00
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,logit_broad_core,logit_broad_plus_gamma_core_g+0.00,logit_from_probability,,,0.0,pediatric,0.5881394110762522,0.3559751592448714,0.4424149002928602,0.5885318299271788,0.5454545454545454,11,False,False,False,False,False,False,logit_broad_plus_gamma_core_g+0.00
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,logit_broad_core,logit_broad_plus_gamma_core_g+0.02,logit_from_probability,,,0.02,hup,0.7024950444358088,0.5139037966836593,0.5758021088478613,0.7844907407407408,0.6388888888888888,36,True,True,True,True,True,True,logit_broad_plus_gamma_core_g+0.02
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,logit_broad_core,logit_broad_plus_gamma_core_g+0.02,logit_from_probability,,,0.02,lzu,0.5785164694789691,0.4691112694675087,0.49676424433533894,0.6317176870748299,0.5,28,False,False,False,False,False,False,logit_broad_plus_gamma_core_g+0.02
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,logit_broad_core,logit_broad_plus_gamma_core_g+0.02,logit_from_probability,,,0.02,multicenter,0.6733081015752961,0.4542168942168942,0.5188539087310065,0.6655555555555556,0.5333333333333333,15,True,False,True,False,False,False,logit_broad_plus_gamma_core_g+0.02
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,logit_broad_core,logit_broad_plus_gamma_core_g+0.02,logit_from_probability,,,0.02,pediatric,0.5847157514025926,0.3502933410630532,0.4426792555772714,0.5889647303600792,0.5454545454545454,11,False,False,False,False,False,False,logit_broad_plus_gamma_core_g+0.02
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,logit_broad_core,logit_broad_plus_gamma_core_g+0.05,logit_from_probability,,,0.05,hup,0.7024950444358088,0.5139037966836593,0.5760215827134649,0.79375,0.6666666666666666,36,True,True,True,True,True,True,logit_broad_plus_gamma_core_g+0.05
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,logit_broad_core,logit_broad_plus_gamma_core_g+0.05,logit_from_probability,,,0.05,lzu,0.576108559275155,0.4650190075627468,0.49686489220903823,0.625765306122449,0.5,28,False,False,False,False,False,False,logit_broad_plus_gamma_core_g+0.05
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,logit_broad_core,logit_broad_plus_gamma_core_g+0.05,logit_from_probability,,,0.05,multicenter,0.6776784719456664,0.4616243016243016,0.5159826191355397,0.6655555555555556,0.5333333333333333,15,True,False,False,False,False,False,logit_broad_plus_gamma_core_g+0.05
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,logit_broad_core,logit_broad_plus_gamma_core_g+0.05,logit_from_probability,,,0.05,pediatric,0.5847157514025926,0.3502933410630532,0.4429587204193291,0.5894642308595798,0.5454545454545454,11,False,False,False,False,False,False,logit_broad_plus_gamma_core_g+0.05
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,logit_broad_core,logit_broad_plus_gamma_core_g+0.10,logit_from_probability,,,0.1,hup,0.702730756484464,0.5147016690240848,0.576518451692581,0.7891203703703703,0.6666666666666666,36,True,True,True,True,True,True,logit_broad_plus_gamma_core_g+0.10
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,logit_broad_core,logit_broad_plus_gamma_core_g+0.10,logit_from_probability,,,0.1,lzu,0.5746183811887734,0.4632855071450358,0.49696197827635846,0.6140567765567766,0.4642857142857143,28,False,False,False,False,False,False,logit_broad_plus_gamma_core_g+0.10
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,logit_broad_core,logit_broad_plus_gamma_core_g+0.10,logit_from_probability,,,0.1,multicenter,0.6776784719456664,0.4616243016243016,0.5162868304050271,0.6655555555555556,0.5333333333333333,15,True,False,False,False,False,False,logit_broad_plus_gamma_core_g+0.10
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,logit_broad_core,logit_broad_plus_gamma_core_g+0.10,logit_from_probability,,,0.1,pediatric,0.5861114910795823,0.3554340337037459,0.44321934883372405,0.59073568667649,0.5454545454545454,11,False,False,False,False,False,False,logit_broad_plus_gamma_core_g+0.10
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,logit_broad_core,logit_broad_plus_gamma_core_g+0.15,logit_from_probability,,,0.15,hup,0.702730756484464,0.5147016690240848,0.577390714898833,0.7891203703703703,0.6666666666666666,36,True,True,True,True,True,True,logit_broad_plus_gamma_core_g+0.15
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,logit_broad_core,logit_broad_plus_gamma_core_g+0.15,logit_from_probability,,,0.15,lzu,0.575954055465556,0.4648434004712218,0.4974414361979174,0.6336996336996338,0.5,28,False,False,False,False,False,False,logit_broad_plus_gamma_core_g+0.15
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,logit_broad_core,logit_broad_plus_gamma_core_g+0.15,logit_from_probability,,,0.15,multicenter,0.6776784719456664,0.4616243016243016,0.5160178701446718,0.6622222222222223,0.5333333333333333,15,True,False,False,False,False,False,logit_broad_plus_gamma_core_g+0.15
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,logit_broad_core,logit_broad_plus_gamma_core_g+0.15,logit_from_probability,,,0.15,pediatric,0.5907645500089569,0.36237847814819024,0.44676557766917463,0.6067260843731432,0.5454545454545454,11,False,False,False,False,False,False,logit_broad_plus_gamma_core_g+0.15
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,logit_broad_core,logit_broad_plus_gamma_core_g-0.05,logit_from_probability,,,-0.05,hup,0.7025882775764276,0.5142539367396817,0.5725180360039528,0.7706018518518518,0.6111111111111112,36,True,True,True,True,True,True,logit_broad_plus_gamma_core_g-0.05
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,logit_broad_core,logit_broad_plus_gamma_core_g-0.05,logit_from_probability,,,-0.05,lzu,0.5792178721794494,0.47012230232521285,0.4963850042794333,0.6308673469387756,0.5,28,False,False,False,False,False,False,logit_broad_plus_gamma_core_g-0.05
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,logit_broad_core,logit_broad_plus_gamma_core_g-0.05,logit_from_probability,,,-0.05,multicenter,0.6558838591510536,0.4208835608835609,0.5063950905888496,0.6655555555555556,0.5333333333333333,15,True,False,False,False,False,False,logit_broad_plus_gamma_core_g-0.05
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,logit_broad_core,logit_broad_plus_gamma_core_g-0.05,logit_from_probability,,,-0.05,pediatric,0.5912508829377241,0.36030416357387574,0.44078315706054544,0.5875217289170778,0.5454545454545454,11,False,False,False,False,False,False,logit_broad_plus_gamma_core_g-0.05
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,logit_broad_core,logit_broad_plus_gamma_core_g-0.10,logit_from_probability,,,-0.1,hup,0.7044182325313826,0.5177261589619039,0.5736275659211387,0.7844907407407408,0.6388888888888888,36,True,True,True,True,True,True,logit_broad_plus_gamma_core_g-0.10
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,logit_broad_core,logit_broad_plus_gamma_core_g-0.10,logit_from_probability,,,-0.1,lzu,0.5799436856445419,0.4696898811494414,0.4952275749775943,0.6074546485260771,0.4642857142857143,28,False,False,False,False,False,False,logit_broad_plus_gamma_core_g-0.10
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,logit_broad_core,logit_broad_plus_gamma_core_g-0.10,logit_from_probability,,,-0.1,multicenter,0.6614554157306747,0.4327883227883228,0.5084219422213802,0.6733333333333333,0.5333333333333333,15,True,False,False,False,False,False,logit_broad_plus_gamma_core_g-0.10
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,logit_broad_core,logit_broad_plus_gamma_core_g-0.10,logit_from_probability,,,-0.1,pediatric,0.5899049770705417,0.3583699275970865,0.4387104414695397,0.5868002281955771,0.5454545454545454,11,False,False,False,False,False,False,logit_broad_plus_gamma_core_g-0.10
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,logit_broad_core,logit_broad_plus_gamma_core_g-0.20,logit_from_probability,,,-0.2,hup,0.7053801319307819,0.5194622700730149,0.5699728141529701,0.7798611111111111,0.6388888888888888,36,True,True,True,True,True,True,logit_broad_plus_gamma_core_g-0.20
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,logit_broad_core,logit_broad_plus_gamma_core_g-0.20,logit_from_probability,,,-0.2,lzu,0.5778738011704813,0.46632532480429223,0.4951996267848176,0.6163832199546485,0.5,28,False,False,False,False,False,False,logit_broad_plus_gamma_core_g-0.20
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,logit_broad_core,logit_broad_plus_gamma_core_g-0.20,logit_from_probability,,,-0.2,multicenter,0.6632407105392254,0.43480852480852483,0.5059295217238042,0.6733333333333333,0.5333333333333333,15,True,False,False,False,False,False,logit_broad_plus_gamma_core_g-0.20
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,logit_broad_core,logit_broad_plus_gamma_core_g-0.20,logit_from_probability,,,-0.2,pediatric,0.5874141400208811,0.35434331695282884,0.43289326584702936,0.5852965358095317,0.5454545454545454,11,False,False,False,False,False,False,logit_broad_plus_gamma_core_g-0.20
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,raw_score,a9v3_oof_score,probability,,,,hup,0.6963657175381969,0.5054840947400548,0.5619963561376508,0.8020833333333334,0.7222222222222222,36,True,True,True,True,True,True,a9v3_oof_score
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,raw_score,a9v3_oof_score,probability,,,,lzu,0.5715532544005716,0.4619569364104839,0.4933939182019293,0.6863945578231292,0.5357142857142857,28,False,False,False,False,False,False,a9v3_oof_score
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,raw_score,a9v3_oof_score,probability,,,,multicenter,0.7010667160046015,0.5056787656787657,0.5411624656783413,0.6897385620915032,0.5333333333333333,15,True,True,True,False,False,False,a9v3_oof_score
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,raw_score,a9v3_oof_score,probability,,,,pediatric,0.5686876665752443,0.3305284879909411,0.41025505938502166,0.538375659428291,0.45454545454545453,11,False,False,False,False,False,False,a9v3_oof_score
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,raw_score,score_broad,probability,,,,hup,0.7036157087509175,0.5158879236677862,0.5752552283783022,0.7844907407407408,0.6388888888888888,36,True,True,True,True,True,True,score_broad
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,raw_score,score_broad,probability,,,,lzu,0.5799733151955406,0.47081291439093464,0.49636525665358994,0.6317176870748299,0.5,28,False,True,False,False,False,False,score_broad
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,raw_score,score_broad,probability,,,,multicenter,0.6558838591510536,0.4208835608835609,0.5062840380940954,0.6655555555555556,0.5333333333333333,15,True,False,False,False,False,False,score_broad
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,raw_score,score_broad,probability,,,,pediatric,0.5881394110762522,0.3559751592448714,0.4424149002928602,0.5885318299271788,0.5454545454545454,11,False,False,False,False,False,False,score_broad
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,raw_score,score_core,probability,,,,hup,0.6917200223174861,0.4966380653615774,0.570114552390345,0.7635030864197531,0.6388888888888888,36,True,True,True,True,True,True,score_core
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,raw_score,score_core,probability,,,,lzu,0.5645586336672611,0.4592831625938888,0.48589678040124185,0.6241496598639455,0.5,28,False,False,False,False,False,False,score_core
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,raw_score,score_core,probability,,,,multicenter,0.6806469767516664,0.46972194472194473,0.5414769492971521,0.7018715001473622,0.6,15,True,False,True,False,True,False,score_core
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,raw_score,score_core,probability,,,,pediatric,0.5979582899002643,0.3727681111129171,0.434433532301013,0.6133014475675551,0.5454545454545454,11,False,False,False,False,False,False,score_core
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,raw_score,score_eval,probability,,,,hup,0.7024950444358088,0.5139037966836593,0.5758021088478613,0.7844907407407408,0.6388888888888888,36,True,True,True,True,True,True,score_eval
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,raw_score,score_eval,probability,,,,lzu,0.5785164694789691,0.4691112694675087,0.49676424433533894,0.6317176870748299,0.5,28,False,False,False,False,False,False,score_eval
A9v8_LCBO_stage1b_gamma002_f1_all90_posEZ,raw_score,score_eval,probability,,,,multicenter,0.6733081015752961,0.4542168942168942,0.5188539087310065,0.6655555555555556,0.5333333333333333,15,True,False,True,False,False,False,score_eval
