shortcut,status,macro_f1,accuracy,brier,ece,sensitivity,specificity,ppv,npv,balanced_accuracy,auroc,auprc
majority,evaluated,0.37656903765690375,0.6040268456375839,0.23917841538669435,2.220446049250313e-16,1.0,0.0,0.6040268456375839,,0.5,0.5,0.6040268456375839
center_only,evaluated,0.5906593406593407,0.610738255033557,0.2420550731445558,0.10064179140892744,0.6888888888888889,0.4915254237288136,0.6739130434782609,0.5087719298245614,0.5902071563088512,0.5926553672316384,0.6593566427235702
channel_count_only,evaluated,0.5497252747252748,0.5570469798657718,0.24309183986995678,0.11125256767527185,0.5666666666666667,0.5423728813559322,0.6538461538461539,0.4507042253521127,0.5545197740112995,0.6084745762711864,0.6747569241615318
seizure_count_only,evaluated,0.4912329272794389,0.5033557046979866,0.2520566043778931,0.10244733827106613,0.5444444444444444,0.4406779661016949,0.5975609756097561,0.3880597014925373,0.4925612052730697,0.4605461393596987,0.5701551214304229
