perturbation,status,macro_f1,accuracy,brier,ece,sensitivity,specificity,ppv,npv,balanced_accuracy,auroc,auprc,undefined_reasons
channel_dropout_10,evaluated,0.25,0.3333333333333333,0.3150525625442886,0.31095146732701356,1.0,0.0,0.3333333333333333,,0.5,1.0,1.0,"{""npv"": ""zero_denominator""}"
channel_dropout_20,evaluated,0.25,0.3333333333333333,0.3161420615175256,0.312197384321852,1.0,0.0,0.3333333333333333,,0.5,1.0,1.0,"{""npv"": ""zero_denominator""}"
channel_dropout_30,evaluated,0.25,0.3333333333333333,0.31382144948124685,0.31038915407968687,1.0,0.0,0.3333333333333333,,0.5,1.0,1.0,"{""npv"": ""zero_denominator""}"
channel_permutation,evaluated,0.25,0.3333333333333333,0.31566423497889445,0.31145910604571797,1.0,0.0,0.3333333333333333,,0.5,1.0,1.0,"{""npv"": ""zero_denominator""}"
original,evaluated,0.25,0.3333333333333333,0.31565508957364713,0.31145661070801606,1.0,0.0,0.3333333333333333,,0.5,1.0,1.0,"{""npv"": ""zero_denominator""}"
seizure_dropout,evaluated,0.25,0.3333333333333333,0.3172591772060091,0.3135571742674073,1.0,0.0,0.3333333333333333,,0.5,1.0,1.0,"{""npv"": ""zero_denominator""}"
shuffled_signal,evaluated,0.25,0.3333333333333333,0.3204545962336243,0.3181197060537177,1.0,0.0,0.3333333333333333,,0.5,1.0,1.0,"{""npv"": ""zero_denominator""}"
window_order_shuffle,evaluated,0.25,0.3333333333333333,0.31569036041900583,0.31140621570353905,1.0,0.0,0.3333333333333333,,0.5,1.0,1.0,"{""npv"": ""zero_denominator""}"
