center,n_channels,n_ez,ez_fraction,patient_ez_f1,patient_macro_f1,patient_auroc_ez,patient_auprc_ez,ez_mrr,recall_at_true_count,recall_lift,auprc_lift,is_high_ez_fraction
hup,101.86111111111111,17.11111111111111,0.18208722230341245,0.508521825987006,0.6979037129297908,0.8082077981840698,0.5619714586576822,0.7875771604938272,0.508521825987006,0.3264346036835935,0.3798842363542697,0.05555555555555555
lzu,104.71428571428571,38.17857142857143,0.3750981017998692,0.4615251394283832,0.5702611615216642,0.6028077452267596,0.493303987464587,0.6697278911564626,0.4615251394283832,0.08642703762851407,0.11820588566471782,0.4642857142857143
multicenter,61.666666666666664,10.933333333333334,0.17469582418906832,0.4996181596181596,0.6956554605933459,0.7560225848827947,0.5393532392124929,0.6897979797979799,0.4996181596181596,0.3249223354290913,0.3646574150234245,0.13333333333333333
pediatric,117.0,24.363636363636363,0.221505481928253,0.32859425201415193,0.5673417607080617,0.5852769320137338,0.41451473683208245,0.5384529505582137,0.32859425201415193,0.1070887700858989,0.1930092549038295,0.09090909090909091
