center,n_patients,patient_macro_f1,patient_ez_f1,patient_nez_f1,patient_balanced_accuracy,patient_ez_auprc,patient_ez_mrr
hup,36,0.6757247156616764,0.4693127800965155,0.8821366512268375,0.6757247156616764,0.5257242895123038,0.7339506172839507
