outer_fold,C,l1_ratio,inner_auroc,inner_balanced_accuracy,inner_macro_f1,inner_brier,selected,candidate_groups
1,0.1,0.5,0.48611111111111116,0.5,0.39495798319327735,0.250094028333482,False,feature
1,0.3,0.5,0.75,0.7083333333333333,0.7078260869565217,0.20474562784744746,True,feature
1,1.0,0.5,0.7083333333333333,0.6666666666666666,0.6666666666666666,0.22746769905973566,False,feature
1,0.1,0.5,0.48611111111111116,0.5,0.39495798319327735,0.25009406512645105,False,feature+raw
1,0.3,0.5,0.6319444444444444,0.5833333333333334,0.5714285714285714,0.23247212239904266,True,feature+raw
1,1.0,0.5,0.6319444444444444,0.5416666666666667,0.5408695652173914,0.29093205399291205,False,feature+raw
1,0.1,0.5,0.48611111111111116,0.5,0.39495798319327735,0.2500940637162431,False,feature+p2
1,0.3,0.5,0.8055555555555556,0.75,0.7428571428571429,0.17776438752659438,True,feature+p2
1,1.0,0.5,0.7847222222222223,0.6666666666666667,0.6643356643356644,0.19448784870476496,False,feature+p2
1,0.1,0.5,0.48611111111111116,0.5,0.39495798319327735,0.2500940637162431,False,final:feature+p2
1,0.3,0.5,0.8055555555555556,0.75,0.7428571428571429,0.17776438752659438,True,final:feature+p2
1,1.0,0.5,0.7847222222222223,0.6666666666666667,0.6643356643356644,0.19448784870476496,False,final:feature+p2
