experiment,analysis_status,patient_macro_f1,patient_ez_f1,patient_nez_f1,patient_balanced_accuracy,patient_ez_auprc,patient_ez_auroc,patient_ez_mrr,top1_is_ez_rate,predicted_ez_count_mae,predicted_ez_fraction_mae,truek_patient_macro_f1,n_patients,n_channels,true_ez_fraction,predicted_ez_fraction,valid_ez_auprc_patients,valid_ez_auroc_patients
P2-Q10,DIAGNOSTIC_ONLY_NOT_DEPLOYABLE,0.6514829133138088,0.43145077177760877,0.871515054850009,0.6514829133138088,0.48679729970894126,0.7795977906597905,0.6922093837535015,0.5555555555555556,0.0,0.0,0.6514829133138088,36.0,3667.0,0.1679847286610308,0.1679847286610308,36.0,36.0
V3-QBC,DIAGNOSTIC_ONLY_NOT_DEPLOYABLE,0.6757247156616764,0.4693127800965155,0.8821366512268375,0.6757247156616764,0.5257242895123038,0.7820040595089924,0.7339506172839507,0.6111111111111112,0.0,0.0,0.6757247156616764,36.0,3667.0,0.1679847286610308,0.1679847286610308,36.0,36.0
P2-Q10-CF,DIAGNOSTIC_ONLY_NOT_DEPLOYABLE,0.6540931604530822,0.4346521485930396,0.8735341723131251,0.6540931604530822,0.5022423796149322,0.7862892344765399,0.6906415343915344,0.5555555555555556,0.0,0.0,0.6540931604530822,36.0,3667.0,0.1679847286610308,0.1679847286610308,36.0,36.0
