outer_fold,threshold,success_auprc,failure_auprc,auroc,macro_f1,weighted_f1,balanced_accuracy,accuracy,success_precision,success_recall,failure_precision,failure_recall,specificity_for_failure,brier,ece,true_failure_pred_failure,true_failure_pred_success,true_success_pred_failure,true_success_pred_success,tn,fp,fn,tp
1,0.5,0.575073839204274,0.5396537551142814,0.5052083333333333,0.5508021390374331,0.5645530939648588,0.5520833333333334,0.5714285714285714,0.6111111111111112,0.6875,0.5,0.4166666666666667,0.4166666666666667,0.28653997449326657,0.2965361454662224,5,7,5,11,5,7,5,11
2,0.5,0.6222813848732967,0.5061791882158015,0.5416666666666666,0.5906432748538011,0.6115288220551378,0.6041666666666666,0.6428571428571429,0.6363636363636364,0.875,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.2508939808656858,0.18694331295534972,4,8,2,14,4,8,2,14
3,0.5,0.5666213901371433,0.44309893005545176,0.41711229946524064,0.41666666666666663,0.4345238095238095,0.41711229946524064,0.42857142857142855,0.5333333333333333,0.47058823529411764,0.3076923076923077,0.36363636363636365,0.36363636363636365,0.3318928243088846,0.32471702033912586,4,7,9,8,4,7,9,8
4,0.5,0.7109875644315002,0.6849386724386726,0.6333333333333333,0.6447368421052632,0.6608187134502925,0.6666666666666666,0.7037037037037037,0.6521739130434783,1.0,1.0,0.3333333333333333,0.3333333333333333,0.21686946729239442,0.16562535474392956,4,8,0,15,4,8,0,15
5,0.5,0.6162776268136175,0.6248843771515341,0.5989583333333334,0.49918699186991866,0.5324041811846689,0.5520833333333334,0.6071428571428571,0.6,0.9375,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.2587252449502823,0.10364942430646412,2,10,1,15,2,10,1,15
