perturbation,macro_f1,auroc,brier,status
channel_dropout_10,0.27999999999999997,0.5,0.30747064846015115,evaluated
channel_dropout_20,0.27999999999999997,0.5,0.308112052828709,evaluated
channel_dropout_30,0.27999999999999997,0.5,0.3072972705128634,evaluated
channel_permutation,0.27999999999999997,0.5,0.3076962230673949,evaluated
original,0.27999999999999997,0.5,0.3076971230244198,evaluated
seizure_dropout,0.27999999999999997,0.5,0.3080461094345711,evaluated
shuffled_signal,0.27999999999999997,0.5,0.31043870404927754,evaluated
window_order_shuffle,0.27999999999999997,0.5,0.30899040044215226,evaluated
