center,outcome,n_patients,mean_target_fraction,std_target_fraction,q10_target_fraction,q50_target_fraction,q90_target_fraction,missing_count,all_zero_count,all_one_count
hup,0,5,0.2605245500802994,0.08146458119067239,0.17679245471954347,0.2777777910232544,0.3363849639892578,0,0,0
hup,1,5,0.4049403488636017,0.12157025700730958,0.29171512126922605,0.3650793731212616,0.5349245309829712,0,0,0
