center,n_channels,n_ez,ez_fraction,patient_ez_f1,patient_macro_f1,patient_auroc_ez,patient_auprc_ez,ez_mrr,recall_at_true_count,recall_lift,auprc_lift,is_high_ez_fraction
hup,101.86111111111111,17.11111111111111,0.18208722230341245,0.5080206526134922,0.6965352883196405,0.8080441151836744,0.5634509855927443,0.7939814814814814,0.5080206526134922,0.3259334303100797,0.38136376328933186,0.05555555555555555
lzu,104.71428571428571,38.17857142857143,0.3750981017998692,0.4607314886347324,0.5695715960780003,0.6031839329260389,0.49269446839067804,0.6607993197278912,0.4607314886347324,0.08563338683486328,0.11759636659080885,0.4642857142857143
multicenter,61.666666666666664,10.933333333333334,0.17469582418906832,0.4996181596181596,0.6956554605933459,0.7535843745666002,0.5393914086073612,0.6897385620915032,0.4996181596181596,0.3249223354290913,0.3646955844182929,0.13333333333333333
pediatric,117.0,24.363636363636363,0.221505481928253,0.32859425201415193,0.5673417607080617,0.5834750095841142,0.41304824723313394,0.5384529505582137,0.32859425201415193,0.1070887700858989,0.19154276530488093,0.09090909090909091
